id,proponent_id,project,macrosector
1076,1076,Nouveau Natura (Nova Natureza),Meio Ambiente
1077,1077,GreenGlide,Sustentabilidade
1078,1078,Programa Impulsiona Start-Ups,Educação
1079,1079,Prospera,Desenvolvimento Econômico e Empresarial
1080,1080,Yacht para o Futuro,Educação
1081,1081,L'Arte di Innovare (A Arte de Inovar),Educação
1082,1082,EcoCar Sharing,Sustentabilidade
1083,1083,Univers Urbain (Universo Urbano),Desenvolvimento Urbano e Infraestrutura
1084,1084,Projeto de Redução de Emissões de Gases de Efeito Estufa em Indústrias,Sustentabilidade
1085,1085,Como Melhorar o Mundo?,Desenvolvimento Comunitário
1086,1086,TransformaCultura,Arte e Cultura
1087,1087,ÚtilUtopia,Economia e Finanças
1088,1088,Iniciativa de Valorização da Cultura Local em Comunidades Indígenas,Serviços Sociais
1089,1089,Onde Está o Equilíbrio?,Saúde e Bem-estar
1090,1090,Océan Ouvert (Oceano Aberto),Meio Ambiente
1091,1091,ElectricPublic Transit,Transporte e Logística
1092,1092,Pandora de Projetos,Geral e Diversificado
1093,1093,Programa de Capacitação em Tecnologia para Jovens em Situação de Vulnerabilidade,Educação
1094,1094,InformaçãoÍndigo,Tecnologia e Informação
1095,1095,DataOptimize,Tecnologia e Dados
1096,1096,Desenvolvimento de Tecnologia para Monitoramento de Desmatamento,Tecnologia e Inovação
1097,1097,TransTech Dynamics,Transporte e Tecnologia
1098,1098,Projeto Inovação e Crescimento,Tecnologia e Inovação
1099,1099,Quem Cuida?,Saúde e Bem-estar
1100,1100,DriveLogic,Tecnologia e Informação
1101,1101,GeraGentileza,Educação
1102,1102,ConexiónTalento,Educação
1103,1103,Vivre Sain (Viver Saudável),Saúde e Bem-estar
1104,1104,Aqua Vita (Água da Vida),Meio Ambiente
1105,1105,Iniciativa de Igualdade na Nike,Serviços Sociais
1106,1106,Desenvolvimento de Potencial,Educação
1107,1107,Realeza Renovável,Energia e Recursos
1108,1108,SONAR (Soluções Organizadas de Navegação e Apoio Rural),Agricultura e Alimentação
1109,1109,ElevaEspírito,Educação
1110,1110,Programa de Transformação na Oracle,Tecnologia e Inovação
1111,1111,Renewable Resources,Sustentabilidade
1112,1112,Programa de Saúde Ocupacional,Saúde e Bem-estar
1113,1113,Uplift,Desenvolvimento Comunitário
1114,1114,CRISPR para Melhoramento Genético de Culturas,Engenharia
1115,1115,Ações de Promoção da Saúde Mental em Instituições Prisionais,Saúde e Bem-estar
1116,1116,Projeto Vida Nova,Saúde e Bem-estar
1117,1117,Asas da Educação,Educação
1118,1118,FutureTech,Tecnologia e Inovação
1119,1119,Campanha de Sensibilização para a Adoção de Práticas Sustentáveis em Eventos Corporativos,Sustentabilidade
1120,1120,FutureWater Transport,Tecnologia e Inovação
1121,1121,O Que a Ciência Diz?,Educação
1122,1122,"Ações de bem estar, saúde e felicidade na Farmax",Saúde e Bem-estar
1123,1123,DiversityNow: Diversidade Agora,Direito e Governança
1124,1124,Projeto de Inclusão Digital para Idosos em Centros de Convivência,Educação
1125,1125,Quando A Tecnologia Ajuda?,Tecnologia e Inovação
1126,1126,Iniciativa de Reciclagem de Resíduos de Construção Civil em Bairros Populares,Sustentabilidade
1127,1127,"Cultivando o bem-estar, colhendo felicidade!",Saúde e Bem-estar
1128,1128,Projeto de Valorização de Práticas Culturais Tradicionais em Comunidades Indígenas,Serviços Sociais
1129,1129,Teseu em Telecomunicações,Tecnologia e Inovação
1130,1130,Harmonia Habitacional,Desenvolvimento Urbano e Infraestrutura
1131,1131,HídricoHarmonia,Meio Ambiente
1132,1132,Promueve+Diversidad,Serviços Sociais
1133,1133,Nuvem de Inovação,Tecnologia e Inovação
1134,1134,Raio de Esperança,Sustentabilidade
1135,1135,VelocityTech,Tecnologia e Inovação
1136,1136,EcoTech Solutions,Tecnologia e Inovação
1137,1137,Programa Transformação Pessoal,Educação
1138,1138,Rá Revitaliza,Meio Ambiente
1139,1139,Além de Fronteiras: Programa de Integração de Refugiados,Serviços Sociais
1140,1140,CRISPR-Cas9 em Edição de Células-Tronco,Engenharia
1141,1141,Projeto Inovação na Google,Tecnologia e Inovação
1142,1142,Projeto Renascer: Reintegração de Egressos do Sistema Prisional,Serviços Sociais
1143,1143,Montanha da Motivação,Educação
1144,1144,SmartTransport Systems,Tecnologia e Inovação
1145,1145,O Que Torna Isso Possível?,Empreendedorismo e Inovação
1146,1146,Prometeu Progressivo,Tecnologia e Inovação
1147,1147,NAVE (Núcleos de Aprendizado e Valorização Ecológica),Educação
1148,1148,SkySustain,Tecnologia e Inovação
1149,1149,Ações de DE&I na Açotubo,Serviços Sociais
1150,1150,Parceiros pela Paz,Serviços Sociais
1151,1151,Projeto Equidade na EDP,Serviços Sociais
1152,1152,Luz da Liberdade,Direito e Governança
1153,1153,EcoExpress,Transporte e Logística
1154,1154,Projeto de Inteligência Artificial Biomimética,Tecnologia e Dados
1155,1155,Torre de Vigilância,Direito e Governança
1156,1156,Onde Podemos Crescer?,Educação
1157,1157,Iniciativa de Redução do Uso de Agua em Lavanderias Comunitárias,Sustentabilidade
1158,1158,Mosaico de Talentos,Educação
1159,1159,Avenida das Alianças,Economia e Finanças
1160,1160,GreenWheels,Sustentabilidade
1161,1161,Programa de Mentoria para Mulheres Empreendedoras,Educação
1162,1162,JustiçaJovem,Serviços Sociais
1163,1163,GreenComm: Comunicação Verde,Tecnologia e Meio Ambiente
1164,1164,FuturoAlimentar,Agricultura e Alimentação
1165,1165,Quixote Qualitativo,Educação
1166,1166,Atlas de Aspirações,Educação
1167,1167,FutureCommute,Tecnologia e Informação
1168,1168,Educação e Empoderamento,Educação
1169,1169,Programa de Capacitação em Primeiros Socorros em Comunidades Vulneráveis,Saúde e Bem-estar
1170,1170,Programa de Compensación y Beneficios,Serviços Sociais
1171,1171,ZenZircão,Educação
1172,1172,DataSense,Tecnologia e Dados
1173,1173,ClimaCaleidoscópio,Meio Ambiente
1174,1174,ConstróiSustentabilidade,Sustentabilidade
1175,1175,Transcendental Transit,Tecnologia e Informação
1176,1176,FutureTransit Solutions,Transporte e Logística
1177,1177,Beyond Borders: Bridging Cultures through Education,Educação
1178,1178,Desenvolvimento de Tecnologia para Energia Limpa em Áreas Rurais,Tecnologia e Inovação
1179,1179,Yield More,Agricultura e Alimentação
1180,1180,Iniciativa de Nanotecnologia Avançada,Ciência e Pesquisa
1181,1181,Incentivo à Agricultura Urbana em Comunidades Carentes,Agricultura e Alimentação
1182,1182,Programa Inclusão na Lojas Americanas,Serviços Sociais
1183,1183,Raízes do Saber,Educação
1184,1184,EducaEco,Educação
1185,1185,TechTransit Innovations,Transporte e Tecnologia
1186,1186,Ganha e Dá,Empreendedorismo e Inovação
1187,1187,Campanha de Sensibilização para a Redução do Uso de Agrotóxicos,Saúde e Bem-estar
1188,1188,ConsciênciaClimática,Meio Ambiente
1189,1189,PulsoPúblico,Serviços Sociais
1190,1190,DesafioSaúde,Saúde e Bem-estar
1191,1191,SkyStream,Tecnologia e Informação
1192,1192,Projeto de Reflorestamento em Áreas Degradadas,Sustentabilidade
1193,1193,IA em Diagnóstico de Transtornos Neuropsiquiátricos,Ciência e Pesquisa
1194,1194,Bravura de Brunelleschi,Arte e Cultura
1195,1195,ProsperaPaz,Direito e Governança
1196,1196,Propel,Desenvolvimento Econômico e Empresarial
1197,1197,Quem Se Importa?,Desenvolvimento Comunitário
1198,1198,Way Carbon,Tecnologia e Inovação
1199,1199,Educação Ambiental,Educação e Meio Ambiente
1200,1200,Desenvolvimento de Tecnologia para Reciclagem de Resíduos Têxteis,Tecnologia e Inovação
1201,1201,PulsarPérola,Ciência e Pesquisa
1202,1202,Ignite,Empreendedorismo e Inovação
1203,1203,Campanha de Sensibilização para o Descarte Adequado de Resíduos Químicos,Sustentabilidade
1204,1204,Dolce Durable (Doce Duradouro),Sustentabilidade
1205,1205,EducaEmpreendedorismo,Empreendedorismo e Inovação
1206,1206,Urano Urbano,Desenvolvimento Urbano e Infraestrutura
1207,1207,Revolução Renovável: Implementação de Fazendas Solares Comunitárias,Energia e Recursos
1208,1208,JANELA (Justiça Ambiental e Núcleos de Educação para a Liberdade de Ação),Meio Ambiente
1209,1209,QuantumQuest,Ciência e Pesquisa
1210,1210,Zelo Zonal,Desenvolvimento Urbano e Infraestrutura
1211,1211,Projeto de Robótica Biomimética,Tecnologia e Inovação
1212,1212,Resgate Resiliente,Saúde e Bem-estar
1213,1213,Teia de Talentos,Educação
1214,1214,UrbanTech Transit,Transporte e Logística
1215,1215,Iniciativa de Valorização da Cultura Indígena em Escolas Urbanas,Educação
1216,1216,Incentivo à Mobilidade Urbana Sustentável,Transporte e Logística
1217,1217,DesenvolveDurável,Sustentabilidade
1218,1218,SopaTech: Acesso Tecnológico para Instituições Sem Fins Lucrativos,Tecnologia e Inovação
1219,1219,MediTech Solutions,Tecnologia e Inovação
1220,1220,Projeto de Sistemas de Energia Renovável,Energia e Recursos
1221,1221,DataNexus,Tecnologia e Dados
1222,1222,Espelho Social,Educação
1223,1223,O Que Você Precisa Saber?,Educação
1224,1224,Como É Feito Isso?,Tecnologia e Educação
1225,1225,Pura Vida (Vida Pura),Saúde e Bem-estar
1226,1226,DE&I com foco em raça e etnia,Serviços Sociais
1227,1227,TechTransit Solutions,Tecnologia e Inovação
1228,1228,Alquimia das Artes,Arte e Cultura
1229,1229,Xarope para o Progresso,Saúde e Bem-estar
1230,1230,Projeto de Reaproveitamento de Resíduos de Alimentos em Restaurantes,Sustentabilidade
1231,1231,Joya Juvenil (Joia Juvenil),Educação
1232,1232,Desenvolvimento de Nanossensores para Monitoramento Ambiental,Ciência e Pesquisa
1233,1233,Projeto de Inteligência Artificial Explicável,Tecnologia e Dados
1234,1234,Nourish,Saúde e Bem-estar
1235,1235,Desenvolvimento de Tecnologia para Monitoramento de Poluição Hídrica,Tecnologia e Inovação
1236,1236,TechBoost,Tecnologia e Inovação
1237,1237,EcoJet,Sustentabilidade
1238,1238,GOTA (Gestão Organizada de Tecnologias Aquáticas),Meio Ambiente
1239,1239,Trilha da Transformação,Sustentabilidade
1240,1240,Estudos de Bioengenharia de Tecidos,Engenharia
1241,1241,Flexibilidade e Foco,Desenvolvimento Econômico e Empresarial
1242,1242,Estudos de Genética de Populações Humanas,Ciência e Pesquisa
1243,1243,EmpreendeSustentável,Sustentabilidade
1244,1244,VIDA (Valorização e Inovação para o Desenvolvimento Ambiental),Meio Ambiente
1245,1245,Desafío+Inclusión,Serviços Sociais
1246,1246,Inspire,Educação
1247,1247,Blossom,Desenvolvimento Comunitário
1248,1248,Química Quântica Teórica,Ciência e Pesquisa
1249,1249,Estudos de Biodiversidade com Sequenciamento de DNA,Meio Ambiente
1250,1250,IA em Neurociência Cognitiva,Ciência e Pesquisa
1251,1251,EmpowerTech: Programa de Capacitação Digital para Mulheres,Educação
1252,1252,Bioinformática Estrutural,Ciência e Pesquisa
1253,1253,Estudos de Satisfação do Funcionário,Educação
1254,1254,AçãoCidadã,Serviços Sociais
1255,1255,Bon Vivant (Boa Vida),Arte e Cultura
1256,1256,BrilhaBem,Energia e Recursos
1257,1257,Programa Inclusão na Iguatemi,Serviços Sociais
1258,1258,Quest for Quality,Desenvolvimento Econômico e Empresarial
1259,1259,Iniciativa de Desarrollo de Habilidades,Educação
1260,1260,Programa de Física Quântica Experimental,Ciência e Pesquisa
1261,1261,Pulsar do Progresso,Tecnologia e Informação
1262,1262,Innovate for Impact: Technology Solutions for Social Challenges,Tecnologia e Inovação
1263,1263,TechConnect: Inclusão Digital para Comunidades Carentes,Tecnologia e Inovação
1264,1264,RenovaRespeito,Educação
1265,1265,Rio de Renovação,Meio Ambiente
1266,1266,Artistas da Mudança: Treinamento Profissional para Comunidades Desfavorecidas,Educação
1267,1267,JuventudeJade,Educação
1268,1268,Iniciativa de Desenvolvimento de Equipes,Educação
1269,1269,REDE (Resiliência e Desenvolvimento Econômico),Economia e Finanças
1270,1270,Iniciativa de Bioinformática Estrutural,Ciência e Pesquisa
1271,1271,JourneyGenius,Turismo e Tecnologia
1272,1272,Como Viver Sustentavelmente?,Sustentabilidade
1273,1273,Programa Inovação na Prática,Tecnologia e Inovação
1274,1274,Programa de Capacitação em Empreendedorismo para Jovens,Educação
1275,1275,Zênite de Zeus,Ciência e Pesquisa
1276,1276,Hope Horizon,Serviços Sociais
1277,1277,Desenvolvimento de Tecnologia para Reciclagem de Vidro,Tecnologia e Inovação
1278,1278,Programa de Acolhimento de Novos Funcionários,Gestão e Recursos Humanos
1279,1279,EcoDriveX,Transporte e Logística
1280,1280,HabitatsHumanos,Desenvolvimento Urbano e Infraestrutura
1281,1281,Overcome,Educação
1282,1282,EcoFriendly Foods,Sustentabilidade
1283,1283,ConstruyeFelicidad,Serviços Sociais
1284,1284,Clarão do Conhecimento,Educação
1285,1285,AI Analytics,Tecnologia e Dados
1286,1286,Iniciativa de Valorização da Cultura Afro-Brasileira em Escolas,Educação
1287,1287,Projeto Diversidade na Gerdau,Serviços Sociais
1288,1288,EcoMobilidade,Transporte e Logística
1289,1289,CRISPR em Terapia de Doenças Autoimunes,Ciência e Pesquisa
1290,1290,Proj. HOPE: Esperança para Comunidades Carentes,Desenvolvimento Comunitário
1291,1291,Épico de Ética,Educação
1292,1292,CiênciaCitrino,Educação
1293,1293,Iniciativa de Redução de Desperdício Alimentar em Restaurantes,Sustentabilidade
1294,1294,VozVerde,Meio Ambiente
1295,1295,Ações de Promoção da Saúde Mental em Casas de Repouso,Saúde e Bem-estar
1296,1296,Quem Desenvolve a Comunidade?,Desenvolvimento Comunitário
1297,1297,Onde Encontrar Respostas?,Educação
1298,1298,FutureRail,Transporte e Logística
1299,1299,Projeto Neurociência Aplicada,Ciência e Pesquisa
1300,1300,Projeto de Geologia Planetária,Ciência e Pesquisa
1301,1301,Atalho para o Amanhã,Tecnologia e Informação
1302,1302,CiberCultura,Tecnologia e Informação
1303,1303,LíderesHumanos+,Serviços Sociais
1304,1304,Carrossel Comunitário,Desenvolvimento Comunitário
1305,1305,Programa de Diversidad e Inclusión,Serviços Sociais
1306,1306,SmartTransit Innovate,Transporte e Tecnologia
1307,1307,DesenvolveNegócios,Empreendedorismo e Inovação
1308,1308,CRISPR e Edição de Plantas Agrícolas,Engenharia
1309,1309,Projeto de Melhoria do Clima Organizacional,Gestão e Recursos Humanos
1310,1310,Onda Otimista,Saúde e Bem-estar
1311,1311,Estudos de Genômica de Precisão,Ciência e Pesquisa
1312,1312,Redução de fatalidades e acidentes graves,Saúde e Bem-estar
1313,1313,Projeto de Diversidade na Netflix,Serviços Sociais
1314,1314,Projeto Igualdade na GPA,Serviços Sociais
1315,1315,Projeto Igualdade na Itaú,Serviços Sociais
1316,1316,Wotan em Wireless,Tecnologia e Inovação
1317,1317,Waste Watch - Todos de Olho no Desperdício,Sustentabilidade
1318,1318,SBTi (Science Based Targets Initiative),Sustentabilidade
1319,1319,Projeto de Implantação de Sistemas de Captação de Água de Chuva em Residências Urbanas,Meio Ambiente
1320,1320,CRISPR em Terapia de Câncer,Ciência e Pesquisa
1321,1321,Ações de Promoção da Saúde Mental em Asilos,Saúde e Bem-estar
1322,1322,FLORA (Formação Local e Oportunidades para Revitalização Ambiental),Educação
1323,1323,TectônicaTopázio,Ciência e Pesquisa
1324,1324,Programa de Igualdade na Walmart,Serviços Sociais
1325,1325,Estudos de Dinâmica de Populações em Ecologia,Ciência e Pesquisa
1326,1326,Iniciativa de Genômica de Precisão,Ciência e Pesquisa
1327,1327,TransformaEducação,Educação
1328,1328,Hidrogênio Verde,Energia e Recursos
1329,1329,Viver Bem,Saúde e Bem-estar
1330,1330,GreenEdu: Educação Verde,Educação e Meio Ambiente
1331,1331,Programa de Capacitação em Tecnologia para Pessoas em Situação de Vulnerabilidade,Educação
1332,1332,Rede de Realizações,Tecnologia e Informação
1333,1333,VirtualVermelha,Tecnologia e Inovação
1334,1334,CidadeCíclica,Desenvolvimento Urbano e Infraestrutura
1335,1335,"LÍDER (Liderança, Inovação, Desenvolvimento, Educação e Resiliência)",Educação
1336,1336,Vórtice de Soluções,Empreendedorismo e Inovação
1337,1337,Incentivo ao estilo de vida saudável,Saúde e Bem-estar
1338,1338,Ações de Felicidade na Pharmavida,Saúde e Bem-estar
1339,1339,Bem-estar na Busca,Saúde e Bem-estar
1340,1340,AMAR (Ações para Melhorar e Acolher Refugiados),Serviços Sociais
1341,1341,Programa de Mentoria para Empreendedores Sociais,Educação
1342,1342,DataDriven Decisions,Tecnologia e Inovação
1343,1343,Programa de Capacitação em Tecnologia para Pessoas em Situação de Rua,Educação
1344,1344,Wave Forward,Educação
1345,1345,EcoCommute,Sustentabilidade
1346,1346,TransformaNegócios,Empreendedorismo e Inovação
1347,1347,Tech for Good: Empowering Communities through Technology,Tecnologia e Inovação
1348,1348,Iniciativa de Igualdade na Google,Serviços Sociais
1349,1349,Xenofonte Xadrez,Educação
1350,1350,Como Podemos Ajudar?,Serviços Sociais
1351,1351,Estudos de Gestão da Diversidade,Serviços Sociais
1352,1352,Saúde Mental,Saúde e Bem-estar
1353,1353,Projeto de Gestão do Conhecimento,Educação
1354,1354,ConexãoSaúde,Saúde e Bem-estar
1355,1355,Semente da Vida,Saúde e Bem-estar
1356,1356,Como Funciona Isso?,Educação
1357,1357,EmpreendeDigital,Tecnologia e Inovação
1358,1358,Iniciativa Nova Visão,Educação
1359,1359,MotivaMundo,Educação
1360,1360,PromoveInovação,Empreendedorismo e Inovação
1361,1361,Babel Biotech,Engenharia
1362,1362,GreenTransit,Transporte e Logística
1363,1363,Walhalla Wellness,Saúde e Bem-estar
1364,1364,EmpowerHer: Apoio às Mulheres nas Áreas de STEM,Tecnologia e Educação
1365,1365,Prisma do Potencial,Educação
1366,1366,AI Insights,Tecnologia e Dados
1367,1367,Por Que o Futuro Importa?,Educação
1368,1368,EcoRoute Solutions,Tecnologia e Inovação
1369,1369,EmpowerHer: Programa de Bolsas para Mulheres em STEM,Tecnologia e Educação
1370,1370,EcoTrans Solutions,Tecnologia e Inovação
1371,1371,Xerxes Xenofilia,Arte e Cultura
1372,1372,Parceria com Escolas para Criação de Horta Vertical em Ambientes Urbanos,Educação
1373,1373,SÁBIO (Soluções Avançadas para Bem-estar Integral e Oportunidade),Saúde e Bem-estar
1374,1374,"FALA (Formação, Aprendizagem e Liberdade de Ação)",Educação
1375,1375,CICLO (Capacitação Integrada para Conservação e Liderança Organizada),Educação
1376,1376,MOVE (Mobilização Organizada para a Valorização do Espaço),Desenvolvimento Urbano e Infraestrutura
1377,1377,Programa Elevate,Educação
1378,1378,EduGreen: Educação Verde,Educação e Meio Ambiente
1379,1379,Inovação na Cultura Organizacional,Educação
1380,1380,Portal para o Progresso,Desenvolvimento Comunitário
1381,1381,Iniciativa de Economia Solidária em Comunidades Carentes,Desenvolvimento Econômico e Empresarial
1382,1382,EmpowerHer: Supporting Women in STEM Fields,Tecnologia e Educação
1383,1383,NeuroNácar,Ciência e Pesquisa
1384,1384,Quem Precisa de Ajuda?,Serviços Sociais
1385,1385,Labirinto da Liderança,Educação
1386,1386,Por Que a Arte Importa?,Arte e Cultura
1387,1387,TranspireX,Engenharia
1388,1388,Iniciativa de Empoderamento Feminino,Serviços Sociais
1389,1389,Gaia Global,Meio Ambiente
1390,1390,BiodiversidadeBase,Engenharia
1391,1391,Wi-Fi com Impacto,Tecnologia e Inovação
1392,1392,FuturoPróspero,Educação
1393,1393,InovaSaúde,Saúde e Bem-estar
1394,1394,Iniciativa de Inovação na IBM,Tecnologia e Inovação
1395,1395,Quem Cultiva o Bem?,Sustentabilidade
1396,1396,EcoTravels,Sustentabilidade
1397,1397,Projeto Progresso Pessoal,Educação
1398,1398,Liderança e Colaboração,Educação
1399,1399,GráficoGenético,Ciência e Pesquisa
1400,1400,Mininum living wage - base operacional,Economia e Finanças
1401,1401,Espiritu Libre (Espírito Livre),Serviços Sociais
1402,1402,CleanAir Transport,Transporte e Logística
1403,1403,ConectaInovação,Tecnologia e Inovação
1404,1404,Promoção de Energias Renováveis em Comunidades Rurais,Energia e Recursos
1405,1405,EcoRouteX,Tecnologia e Inovação
1406,1406,VeloTech,Tecnologia e Informação
1407,1407,Iniciativa Renovação Pessoal,Educação
1408,1408,Lazer e Logística,Desenvolvimento Urbano e Infraestrutura
1409,1409,EcoFlow,Sustentabilidade
1410,1410,AcciónPositiva,Serviços Sociais
1411,1411,GreenBiz: Negócios Verdes,Sustentabilidade
1412,1412,Iniciativa Rosa Negra,Serviços Sociais
1413,1413,Proyecto Camino+,Educação
1414,1414,DadosDinâmicos,Tecnologia e Informação
1415,1415,Porta para o Possível,Tecnologia e Informação
1416,1416,AçãoCultural,Arte e Cultura
1417,1417,Harmonie Humaine (Harmonia Humana),Serviços Sociais
1418,1418,SmartTrans Solutions,Tecnologia e Inovação
1419,1419,Ações de Promoção da Diversidade e Inclusão em Instituições de Ensino Superior,Educação
1420,1420,Projeto de Inclusão na Nike,Serviços Sociais
1421,1421,Projeto Viva Verde: Promoção do Estilo de Vida Sustentável,Sustentabilidade
1422,1422,EmpreendeNegócios,Empreendedorismo e Inovação
1423,1423,QuânticaQuotidiana,Ciência e Pesquisa
1424,1424,Projeto Renovação,Educação
